id,term,definition,exam_track_id,created_at,updated_at,scope
0b1c2d3e-4f5a-4024-a7b8-9c0d1e2f3a4b,Fulfillment Table Hierarchy,The sequence of records created when a standard catalog item is ordered: Request (sc_request) -> Requested Item (sc_req_item) -> Catalog Task (sc_task).,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
0b1c2d3e-4f5a-4042-a7b8-9c0d1e2f3a4b,Update Set Deployment Sequence,"To move an update set to a new instance, the exact sequence of actions is: Retrieve -> Preview -> Commit.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
0d1e2f3a-4b5c-401a-c7d8-9e0f1a2b3c4d,ACL Permission Requirements,"To pass an ACL and gain access, a user must meet all defined criteria in the rule: Roles, Conditions, and Scripts.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
0d1e2f3a-4b5c-4038-c7d8-9e0f1a2b3c4d,Freeform Visual Task Board,A personal VTB where lanes are created manually and task cards can be added freely. Moving cards between lanes does not update any underlying record data.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
0d1e2f3a-4b5c-4056-c7d8-9e0f1a2b3c4d,List Layout vs. List Personalization,Changing the List Layout (via right-click > Configure) permanently changes the default view for all users. Changing the List Personalization (via the Gear Icon) overrides the default and only changes the view for the individual logged-in user.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
0f1a2b3c-4d5e-402e-e7f8-9a0b1c2d3e4f,Virtual Agent,"A conversational bot platform that provides user assistance, answers FAQs, and resolves common issues through a messaging interface using Natural Language Understanding (NLU).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
0f1a2b3c-4d5e-404c-e7f8-9a0b1c2d3e4f,Display Business Rule,A specific type of business rule that executes before a form is loaded to the user. It is primarily used to pass server-side database data to client-side scripts using the g_scratchpad object.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
12a4b8cd-3c12-4011-89e5-9f6b4d3a1e2f,Themes (Now Experience / UI16),"Advanced styling records that use CSS variables or JSON to apply specific, granular branding. They can be selected by users as preferences (e.g., Dark Mode) or applied to specific workspaces.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Instance Configuration
1a2b3c4d-5e6f-412f-f8a9-0b1c2d3e4f5a,Condition Builder,"A tool used to filter list data to extract specific records. It always consists of three components: Field, Operator, and Value.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
1a2b3c4d-5e6f-414d-f8a9-0b1c2d3e4f5a,Multi-Instance Architecture (Single-Tenant),ServiceNow's architecture model where every customer receives their own dedicated database and application logic. This ensures strict data isolation and allows for independent upgrade schedules.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
1c2d3e4f-5a6b-4125-b8c9-0d1e2f3a4b5c,Variable Set,"A modular, grouped unit of variables that can be shared and reused across multiple different catalog items.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
1c2d3e4f-5a6b-4143-b8c9-0d1e2f3a4b5c,Update Set State Lifecycle,"In progress -> Complete -> Ignore. (Note: Once an update set is marked 'Complete', it should never be reopened. Create a new one for fixes).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
1e2f3a4b-5c6d-411b-d8e9-0f1a2b3c4d5e,security_admin,An elevated privilege role that must be manually granted per session. It is explicitly required to create or modify Access Control Lists (ACLs) and High Security Settings.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
1e2f3a4b-5c6d-4139-d8e9-0f1a2b3c4d5e,Guided Visual Task Board,A VTB built from a list and driven by a specific field (like State). Moving a card from one lane to another automatically updates that field's value on the underlying record.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
1e2f3a4b-5c6d-4157-d8e9-0f1a2b3c4d5e,Dictionary Override,"A feature that allows a field in an extended child table (e.g., Priority on Incident) to have a different behavior, mandatory status, or default value than the exact same field on its parent table (e.g., Task) without affecting other child tables.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
2b3c4d5e-6f7a-4230-a9b0-1c2d3e4f5a6b,Tags,"Labels used to categorize, flag, and quickly locate records. Their visibility can be set to ""Me"" (personal), specific Groups/Users, or ""Everyone"" (global).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
2b3c4d5e-6f7a-424e-a9b0-1c2d3e4f5a6b,Next Experience Unified Navigation,"The modern ServiceNow user interface that consolidates access to the Application Navigator (All, Favorites, History), Workspaces, and Admin functions into a single top header menu.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
2b3c4d5e-6f7a-4812-a9b0-1c2d3e4f5a6b,sys_db_object,The system table (often called the System Dictionary) that contains the definition for every table and column in the ServiceNow instance.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
2d3e4f5a-6b7c-4226-c9d0-1e2f3a4b5c6d,Knowledge Base (KB),"A centralized repository used for the creation, categorization, viewing, and governance of information and articles.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
2d3e4f5a-6b7c-4244-c9d0-1e2f3a4b5c6d,ServiceNow Scripting Language,JavaScript. (ServiceNow uses it for both browser-based scripts and server-based scripts).,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
2f3a4b5c-6d7e-421c-e9f0-1a2b3c4d5e6f,Shared Responsibility Model,"The security framework where ServiceNow is responsible for the platform's cloud infrastructure security, while the customer is responsible for data, user access, and endpoint security.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
2f3a4b5c-6d7e-423a-e9f0-1a2b3c4d5e6f,Reporting vs. Performance Analytics,Reporting shows data exactly as it is at the current moment. Performance Analytics takes snapshots of data over time to track historical trends and forecast future performance.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
2f3a4b5c-6d7e-4258-e9f0-1a2b3c4d5e6f,sys_dictionary,"The system table that contains the specific definition for every single column/field in the instance, dictating its underlying data type, character limit, and system behavior.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
3a4b5c6d-7e8f-431d-f0a1-2b3c4d5e6f7a,Import Set Table,A temporary staging area that acts as an intermediate holding location for imported records before they are transformed into a target ServiceNow table.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
3a4b5c6d-7e8f-433b-f0a1-2b3c4d5e6f7a,Notification Triggers,"System notifications can be configured to trigger in two primary ways: when a record is Inserted/Updated, or when an Event is fired.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
3a4b5c6d-7e8f-4359-f0a1-2b3c4d5e6f7a,UI Type (Client Scripts/UI Policies),"A configuration setting that determines exactly where a Client Script or UI Policy is allowed to execute: Desktop (Standard UI), Mobile / Service Portal, or All.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
3c4d5e6f-7a8b-4331-b0c1-2d3e4f5a6b7c,List Context Menu,"The menu accessed by right-clicking a list's column header. It provides options to configure the list layout, export data, and create quick reports (bar/pie charts).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
3c4d5e6f-7a8b-434f-b0c1-2d3e4f5a6b7c,Workspaces,"Persona-driven, single-pane-of-glass interfaces designed to help specific users (like Service Desk Agents) manage multiple tasks, view analytics, and interact with records efficiently without constantly switching pages.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
3c4d5e6f-7a8b-4913-b0c1-2d3e4f5a6b7c,Base Table,"A table that is extended by other tables, but does not extend any other table itself (e.g., the Task table).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
3e4f5a6b-7c8d-4327-d0e1-2f3a4b5c6d7e,Knowledge Article Lifecycle States,"Draft, Review, Publish, and Retire.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
3e4f5a6b-7c8d-4345-d0e1-2f3a4b5c6d7e,Client-Side vs. Server-Side Execution,"Client-side scripts run in the user's web browser (e.g., Client Scripts, UI Policies). Server-side scripts run directly on the ServiceNow database/servers (e.g., Business Rules, Script Includes).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
4b5c6d7e-8f9a-441e-a1b2-3c4d5e6f7a8b,Transform Map,A set of field maps that determines the relationships between fields in an Import Set table and fields in an existing target ServiceNow table.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
4b5c6d7e-8f9a-443c-a1b2-3c4d5e6f7a8b,Notification Configuration Tabs,"The three main sections used to configure an email notification: When to send, Who will receive, and What it will contain.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
4b5c6d7e-8f9a-445a-a1b2-3c4d5e6f7a8b,Application Scope,"A security mechanism that creates a namespace to protect an application's files and data from conflicting with, or being accidentally modified by, other applications on the platform.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
4d5e6f7a-8b9c-4432-c1d2-3e4f5a6b7c8d,sys_user_preference Table,The table that stores personalized UI changes made by a user (like personalizing a list by clicking the gear icon). This overrides global defaults for that specific user.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
4d5e6f7a-8b9c-4450-c1d2-3e4f5a6b7c8d,stats.do,"A URL command appended directly to the instance web address used to view critical system details, including the instance version, patch level, and the specific application node you are connected to.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
4d5e6f7a-8b9c-4a14-c1d2-3e4f5a6b7c8d,Core Tables vs. Custom Tables,"Core tables exist out-of-the-box in the base system (e.g., Incident, User). Custom tables are created by admins or developers and always begin with the u_ prefix.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
4f5a6b7c-8d9e-4428-e1f2-3a4b5c6d7e8f,User Criteria,"A record that defines conditions (based on roles, departments, groups, etc.) to evaluate who has access to read or contribute to Knowledge Bases and Service Catalog items.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
4f5a6b7c-8d9e-4446-e1f2-3a4b5c6d7e8f,GlideRecord API,"A core server-side JavaScript API used to interact with the ServiceNow database (to query, insert, update, and delete records) without needing to write raw SQL.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
5a6b7c8d-9e0f-4529-f2a3-4b5c6d7e8f9a,Workflow Studio,"A unified workspace interface that consolidates process automation tools, including Flow Designer, Integration Hub, Action Designer, and Playbooks.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
5a6b7c8d-9e0f-4547-f2a3-4b5c6d7e8f9a,UI Policy,"A dynamic, no-code rule applied to a form to manage the behavior of fields. It handles three specific field states: Mandatory, Read-Only, and Visible.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
5c6d7e8f-9a0b-451f-b2c3-4d5e6f7a8b9c,Coalesce Field,"A field used in a Transform Map to match imported data to existing records. If a match is found, the existing record is updated instead of creating a duplicate.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
5c6d7e8f-9a0b-453d-b2c3-4d5e6f7a8b9c,Event Registry (sysevent_register) vs. Event Log (sysevent),The Event Registry is where definitions of events reside. The Event Log is where actual triggered events are recorded by the system before the notification engine processes them.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
5c6d7e8f-9a0b-455b-b2c3-4d5e6f7a8b9c,Global Scope,The baseline application scope for legacy applications and core ServiceNow system processes. Custom tables created here traditionally use the u_ prefix.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
5e6f7a8b-9c0d-4533-d2e3-4f5a6b7c8d9e,Form Sections,"Used to organize related fields together into separate, logical tabs or segmented areas on a single form.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
5e6f7a8b-9c0d-4551-d2e3-4f5a6b7c8d9e,Applications vs. Modules,"Within the navigator, an Application is a grouping of related features (e.g., ""Incident""), while a Module is a specific clickable link within that application that directs to a list, form, or page (e.g., ""Create New"" or ""All"").",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
5e6f7a8b-9c0d-4b15-d2e3-4f5a6b7c8d9e,Common Service Data Model (CSDM),"A standard, prescriptive framework and data model for the CMDB that connects IT services to the underlying technical infrastructure.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
6b7c8d9e-0f1a-462a-a3b4-5c6d7e8f9a0b,Flow Trigger,"The specific event or condition that initiates a flow in Flow Designer. Triggers can be Record-based (e.g., created/updated), Schedule-based, or Application-based.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
6b7c8d9e-0f1a-4648-a3b4-5c6d7e8f9a0b,UI Policy Action,"The component of a UI Policy that defines the exact behavior applied to a target field (e.g., setting the Priority field to Read-Only) when the UI Policy conditions evaluate to true.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
6d7e8f9a-0b1c-4620-c3d4-5e6f7a8b9c0d,Data Policy,"A server-side rule that enforces data consistency by making fields mandatory or read-only. It applies to all data entering the platform, whether via the UI, import sets, or web services.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
6d7e8f9a-0b1c-463e-c3d4-5e6f7a8b9c0d,Update Set,"A container that groups a set of customization changes so they can be moved entirely from one ServiceNow instance to another (e.g., from Development to Test, then to Production).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
6f7a8b9c-0d1e-4634-e3f4-5a6b7c8d9e0f,Form Split,A form layout element used to divide a form section into two columns. Exactly one split is needed to create a two-column layout.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
6f7a8b9c-0d1e-4652-e3f4-5a6b7c8d9e0f,Application Navigator Search,"Searching in the ""All"" menu filter returns three specific things: names of Applications, names of Modules, and names of Favorites that match the query.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
6f7a8b9c-0d1e-4c16-e3f4-5a6b7c8d9e0f,The Five CSDM Domains,"Foundation, Design, Build, Manage Technical, and Consume.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
7a8b9c0d-1e2f-4735-f4a5-6b7c8d9e0f1a,Form Template,"A tool accessed via the form header (More Options ...) that allows users to populate multiple predefined fields automatically, saving time and ensuring consistency.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
7a8b9c0d-1e2f-4753-f4a5-6b7c8d9e0f1a,Impersonator Role (impersonator),A role that allows an administrator or designated user to log in as another user to test access and troubleshoot issues without needing their password. Crucial exam fact: You cannot impersonate users who hold the security_admin role.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
7a8b9c0d-1e2f-4d17-f4a5-6b7c8d9e0f1a,cmdb_ci vs. cmdb_rel_ci,cmdb_ci is the base table that stores the actual Configuration Items (assets/services). cmdb_rel_ci is the table that stores the directional relationships between those items.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
7c8d9e0f-1a2b-472b-b4c5-6d7e8f9a0b1c,Data Pill,A visual variable used in Flow Designer to dynamically drag-and-drop data from a trigger or a previous action into a subsequent action.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
7c8d9e0f-1a2b-4749-b4c5-6d7e8f9a0b1c,Client Script Execution Types,"Client scripts only run in the browser and trigger on four specific events: onLoad (when a form loads), onChange (when a specific field is modified), onSubmit (when the save/submit button is clicked), and onCellEdit (when a list field is edited).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
7e8f9a0b-1c2d-4721-d4e5-6f7a8b9c0d1e,Service Catalog,"A robust ordering system for services and products offered by various departments, organized into categories and subcategories.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
7e8f9a0b-1c2d-473f-d4e5-6f7a8b9c0d1e,Default Update Set,The baseline update set that automatically captures customizations if you haven't selected a specific one. Crucial exam fact: Best practice dictates the Default update set should never be moved between instances.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
8b9c0d1e-2f3a-4836-a5b6-7c8d9e0f1a2b,Related Lists,"Tabs at the bottom of a form that display records in other tables that have a relationship to the current record (e.g., Incident Tasks on an Incident). Crucial exam fact: They only appear after a new record has been saved to the database.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
8b9c0d1e-2f3a-4854-a5b6-7c8d9e0f1a2b,Plugins,"Software components that provide additional features and functionalities within a ServiceNow instance. Crucial exam fact: Once a plugin is activated, it cannot be completely deleted or deactivated (though its modules can be hidden).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
8b9c0d1e-2f3a-4e18-a5b6-7c8d9e0f1a2b,Access Control List (ACL),"A security rule defined at the table or field level that restricts access to data and operations (Create, Read, Update, Delete).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
8d9e0f1a-2b3c-482c-c5d6-7e8f9a0b1c2d,Action (Flow Designer),"A single, reusable operation executed within a flow, such as creating a record, sending an email, or requesting an approval.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
8d9e0f1a-2b3c-484a-c5d6-7e8f9a0b1c2d,Business Rule,"A server-side script that executes when a database action occurs—specifically when records are queried, inserted, updated, or deleted.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
8f9a0b1c-2d3e-4822-e5f6-7a8b9c0d1e2f,Record Producer,A specific type of catalog item that translates user input into a task-based record (like an Incident or Change Request) rather than generating a requested item.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
8f9a0b1c-2d3e-4840-e5f6-7a8b9c0d1e2f,Data Not Captured in Update Sets,"Update sets capture structural changes (configurations), but they do not capture operational data (like Incidents, Users, Groups) or Configuration Items (CIs).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
9a0b1c2d-3e4f-4923-f6a7-8b9c0d1e2f3a,Order Guide,"A tool that evaluates user responses to initial questions to automatically bundle and submit a single request containing multiple related catalog items (e.g., Employee Onboarding).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
9a0b1c2d-3e4f-4941-f6a7-8b9c0d1e2f3a,sys_update_xml,The specific system table where all individual customization payloads (Customer Updates) are stored while they belong to an update set.,csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
9c0d1e2f-3a4b-4937-b6c7-8d9e0f1a2b3c,Task Table (task),"A core base table that provides standard fields (like Assignment Group, Priority, State) and platform features (like SLAs and Approvals) to all its extended child tables (Incident, Problem, Change, etc.).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Configuring Applications for Collaboration
9c0d1e2f-3a4b-4955-b6c7-8d9e0f1a2b3c,System Properties (sys_properties),"The core system table that stores global configuration settings, system-wide preferences, and behavioral toggles (like default date formats or attachment size limits).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Platform Overview / Instance Configuration
9c0d1e2f-3a4b-4f19-b6c7-8d9e0f1a2b3c,ACL Evaluation Sequence,"The system evaluates Table-level ACLs first (from most specific to most general), followed by Field-level ACLs (from most specific to most general).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Database Management and Platform Security
9e0f1a2b-3c4d-492d-d6e7-8f9a0b1c2d3e,Integration Hub Spoke,"A scoped application containing predefined Flow Designer actions designed to integrate with and execute commands on a specific third-party system (e.g., Microsoft AD Spoke, Jira Spoke).",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Self Service & Automation
9e0f1a2b-3c4d-494b-d6e7-8f9a0b1c2d3e,Business Rule Timing,"Business rules can be configured to run at four different times relative to the database action: Before, After, Async, or Display.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Data Migration and Integration
a4d5e6f7-b8c9-4a5b-d1e2-f3a4b5c6d7e8,UI Builder (UIB),A developer tool used to visually drag and drop Now Experience web components onto a page to build custom workspaces and modern interfaces.,csa,2026-04-07 02:54:07.78238+00,2026-04-07 02:54:07.78238+00,Platform Overview / Instance Configuration
b5e6f7a8-c9d0-4b5c-e2f3-a4b5c6d7e8f9,Next Experience Key Features,"Brings everything under one unified top navigation bar (All, Favorites, History, Workspaces), a contextual app pill, global search, and native support for Dark Theme.",csa,2026-04-07 02:54:07.78238+00,2026-04-07 02:54:07.78238+00,Platform Overview / Instance Configuration
d1a2b3c4-e5f6-4758-a8b9-c0d1e2f3a4b5,Now Experience vs. Next Experience,The Now Experience is the underlying developer framework used to build modern components. The Next Experience is the overarching user interface and navigation shell that users actually see.,csa,2026-04-07 02:54:07.78238+00,2026-04-07 02:54:07.78238+00,Platform Overview / Instance Configuration
e2b3c4d5-f6a7-4859-b9c0-d1e2f3a4b5c6,Now Experience UI Framework,"A developer-focused, web-component-based architecture used as the engine to build modern Workspaces and custom portals (replacing older Jelly scripting/Angular).",csa,2026-04-07 02:54:07.78238+00,2026-04-07 02:54:07.78238+00,Platform Overview / Instance Configuration
f3c4d5e6-a7b8-495a-c0d1-e2f3a4b5c6d7,Next Experience (Polaris),"Introduced in the San Diego release, it is the unified navigation shell that allows users to seamlessly transition between classic ""Core UI"" forms and modern Workspaces without opening new browser tabs.",csa,2026-04-07 02:54:07.78238+00,2026-04-07 02:54:07.78238+00,Platform Overview / Instance Configuration
f8a0623b-f595-48b5-835f-827b2c4762b5,Basic Configuration (UI16),"A simplified interface used to apply global branding (like banner images, browser tab titles, and core system colors) across the instance without requiring CSS knowledge.",csa,2026-04-05 07:25:05.170374+00,2026-04-05 07:25:05.170374+00,Instance Configuration
